session_id,minute_index,viewer_count,join_rate_per_min,comment_rate_per_min,aud_u18_share,aud_18_24_share,aud_25_plus_share,aud_unknown_share,text_signal,audio_signal,visual_signal,behavior_signal,novelty_score,risk_score,event_flag
sess_000179,4,9,0.1212,3.1867,0.1491,0.5757,0.2463,0.029,0.0459,0.0471,0.0402,0.1549,0.3082,0.1006,
sess_000179,5,11,0.1388,1.5864,0.1491,0.5757,0.2463,0.029,0.0459,0.0471,0.0402,0.1549,0.3082,0.1006,
sess_000179,6,12,0.1266,2.5261,0.1491,0.5757,0.2463,0.029,0.0459,0.0471,0.0402,0.1549,0.3082,0.1006,
sess_000179,7,12,0.1031,1.9278,0.1491,0.5757,0.2463,0.029,0.0459,0.0471,0.0402,0.1549,0.3082,0.1006,
sess_000179,8,13,0.148,2.3351,0.1491,0.5757,0.2463,0.029,0.0459,0.0471,0.0402,0.1549,0.3082,0.1006,
sess_000179,9,15,0.1088,1.7967,0.1491,0.5757,0.2463,0.029,0.0459,0.0471,0.0402,0.1549,0.3082,0.1006,
sess_000179,10,14,0.1299,2.8625,0.1491,0.5757,0.2463,0.029,0.0459,0.0471,0.0402,0.1549,0.3082,0.1006,
sess_000180,0,36,,0.122,0.0786,0.4185,0.2415,0.2614,0.0557,0.0577,0.0849,0.1501,0.0603,0.0856,
sess_000181,0,22,,0.0755,0.5392,0.2981,0.1557,0.007,0.1955,0.164,0.025,0.0245,0.1749,0.1364,
sess_000182,0,21,0.0745,2.0519,0.1117,0.2043,0.6749,0.009,0.1521,0.4589,0.0203,0.0844,0.2654,0.1365,
sess_000182,1,24,0.0598,2.9157,0.1117,0.2043,0.6749,0.009,0.1521,0.4589,0.0203,0.0844,0.2654,0.1365,
sess_000182,2,25,0.0641,1.9272,0.1117,0.2043,0.6749,0.009,0.1521,0.4589,0.0203,0.0844,0.2654,0.1365,
sess_000182,3,31,0.0638,4.185,0.1117,0.2043,0.6749,0.009,0.1521,0.4589,0.0203,0.0844,0.2654,0.1365,
sess_000182,4,35,0.0779,2.3048,0.1117,0.2043,0.6749,0.009,0.1521,0.4589,0.0203,0.0844,0.2654,0.1365,
sess_000182,5,38,0.0942,3.203,0.1117,0.2043,0.6749,0.009,0.1521,0.4589,0.0203,0.0844,0.2654,0.1365,
sess_000182,6,45,0.0889,4.195,0.1117,0.2043,0.6749,0.009,0.1521,0.4589,0.0203,0.0844,0.2654,0.1365,
sess_000182,7,43,0.0939,2.3054,0.1117,0.2043,0.6749,0.009,0.1521,0.4589,0.0203,0.0844,0.2654,0.1365,
sess_000182,8,44,0.0865,3.4345,0.1117,0.2043,0.6749,0.009,0.1521,0.4589,0.0203,0.0844,0.2654,0.1365,
sess_000182,9,50,0.1044,1.8504,0.1117,0.2043,0.6749,0.009,0.1521,0.4589,0.0203,0.0844,0.2654,0.1365,
sess_000182,10,48,0.084,2.3646,0.1117,0.2043,0.6749,0.009,0.1521,0.4589,0.0203,0.0844,0.2654,0.1365,
sess_000182,11,66,0.0902,2.9645,0.1117,0.2043,0.6749,0.009,0.1521,0.4589,0.0203,0.0844,0.2654,0.1365,
sess_000182,12,55,0.0703,3.0792,0.1117,0.2043,0.6749,0.009,0.1521,0.4589,0.0203,0.0844,0.2654,0.1365,
sess_000182,13,60,0.0707,2.7691,0.1117,0.2043,0.6749,0.009,0.1521,0.4589,0.0203,0.0844,0.2654,0.1365,
sess_000182,14,67,0.1121,3.3279,0.1117,0.2043,0.6749,0.009,0.1521,0.4589,0.0203,0.0844,0.2654,0.1365,
sess_000183,0,12,,0.0685,0.5889,0.1922,0.1222,0.0967,0.1336,0.0902,0.1192,0.0507,0.3307,0.122,
sess_000184,0,134,0.0906,0.6913,0.1126,0.6325,0.1381,0.1168,0.1596,0.0685,0.1613,0.2278,0.3851,0.2071,
sess_000184,1,160,0.0766,1.0293,0.1126,0.6325,0.1381,0.1168,0.1596,0.0685,0.1613,0.2278,0.3851,0.2071,
sess_000184,2,160,0.1332,1.1708,0.1126,0.6325,0.1381,0.1168,0.1596,0.0685,0.1613,0.2278,0.3851,0.2071,
sess_000184,3,151,0.0937,0.6199,0.1126,0.6325,0.1381,0.1168,0.1596,0.0685,0.1613,0.2278,0.3851,0.2071,
sess_000184,4,165,0.0837,1.9655,0.1126,0.6325,0.1381,0.1168,0.1596,0.0685,0.1613,0.2278,0.3851,0.2071,
sess_000184,5,231,0.175,1.1179,0.1126,0.6325,0.1381,0.1168,0.1596,0.0685,0.1613,0.2278,0.3851,0.2071,
sess_000184,6,220,0.0985,1.0276,0.1126,0.6325,0.1381,0.1168,0.1596,0.0685,0.1613,0.2278,0.3851,0.2071,
sess_000184,7,260,0.0938,0.493,0.1126,0.6325,0.1381,0.1168,0.1596,0.0685,0.1613,0.2278,0.3851,0.2071,
sess_000184,8,335,0.1046,0.7462,0.1126,0.6325,0.1381,0.1168,0.1596,0.0685,0.1613,0.2278,0.3851,0.2071,
sess_000184,9,287,0.102,0.8731,0.1126,0.6325,0.1381,0.1168,0.1596,0.0685,0.1613,0.2278,0.3851,0.2071,
sess_000184,10,328,0.105,0.5567,0.1126,0.6325,0.1381,0.1168,0.1596,0.0685,0.1613,0.2278,0.3851,0.2071,
sess_000184,11,315,0.0965,1.3766,0.1126,0.6325,0.1381,0.1168,0.1596,0.0685,0.1613,0.2278,0.3851,0.2071,
sess_000184,12,359,0.1113,0.5346,0.1126,0.6325,0.1381,0.1168,0.1596,0.0685,0.1613,0.2278,0.3851,0.2071,
sess_000184,13,327,0.1088,0.9408,0.1126,0.6325,0.1381,0.1168,0.1596,0.0685,0.1613,0.2278,0.3851,0.2071,
sess_000184,14,361,0.0961,0.6796,0.1126,0.6325,0.1381,0.1168,0.1596,0.0685,0.1613,0.2278,0.3851,0.2071,
sess_000185,0,18,,0.0693,0.4265,0.1997,0.0847,0.2891,0.0654,0.0977,0.0586,0.2717,0.1224,0.1621,
sess_000186,0,179,0.1731,1.0063,0.2628,0.2568,0.317,0.1635,0.0698,0.0604,0.0557,0.0992,0.1381,0.086,
sess_000186,1,188,0.2053,0.5352,0.2628,0.2568,0.317,0.1635,0.0698,0.0604,0.0557,0.0992,0.1381,0.086,
sess_000186,2,237,0.2282,0.7493,0.2628,0.2568,0.317,0.1635,0.0698,0.0604,0.0557,0.0992,0.1381,0.086,
sess_000186,3,312,0.2353,2.4413,0.2628,0.2568,0.317,0.1635,0.0698,0.0604,0.0557,0.0992,0.1381,0.086,
sess_000186,4,346,0.147,0.7691,0.2628,0.2568,0.317,0.1635,0.0698,0.0604,0.0557,0.0992,0.1381,0.086,
sess_000186,5,376,0.1946,0.8499,0.2628,0.2568,0.317,0.1635,0.0698,0.0604,0.0557,0.0992,0.1381,0.086,
sess_000186,6,406,0.2466,0.4248,0.2628,0.2568,0.317,0.1635,0.0698,0.0604,0.0557,0.0992,0.1381,0.086,
sess_000187,0,82,,0.0569,0.0636,0.0921,0.5821,0.2622,0.0766,0.0104,0.2526,0.1981,0.293,0.1595,
sess_000188,0,11,,0.0642,0.1211,0.3893,0.1602,0.3294,0.0032,0.0145,0.0807,0.2847,0.0672,0.1297,
sess_000189,0,36,,0.3285,0.091,0.3239,0.4761,0.1091,0.0762,0.0107,0.2712,0.424,0.1503,0.2055,
sess_000190,0,14,,0.1089,0.0525,0.1132,0.543,0.2913,0.0937,0.4233,0.1127,0.0938,0.2453,0.1362,
sess_000191,0,29,,0.1319,0.3003,0.2103,0.0488,0.4406,0.151,0.0086,0.3887,0.0672,0.3672,0.1625,
sess_000192,0,63,1.0576,0.4776,0.0597,0.4669,0.4378,0.0356,0.079,0.0872,0.0396,0.5291,0.2139,0.2167,
sess_000192,1,106,1.464,0.5878,0.0597,0.4669,0.4378,0.0356,0.079,0.0872,0.0396,0.5291,0.2139,0.2167,
sess_000192,2,127,1.1563,1.6841,0.0597,0.4669,0.4378,0.0356,0.079,0.0872,0.0396,0.5291,0.2139,0.2167,
sess_000192,3,139,1.4924,1.3915,0.0597,0.4669,0.4378,0.0356,0.079,0.0872,0.0396,0.5291,0.2139,0.2167,
sess_000192,4,171,1.2763,1.3599,0.0597,0.4669,0.4378,0.0356,0.079,0.0872,0.0396,0.5291,0.2139,0.2167,
sess_000192,5,185,1.0661,0.9955,0.0597,0.4669,0.4378,0.0356,0.079,0.0872,0.0396,0.5291,0.2139,0.2167,
sess_000193,0,19,,0.0367,0.2071,0.2715,0.3514,0.17,0.114,0.0613,0.3859,0.2086,0.6112,0.2439,
sess_000194,0,131,0.462,0.6273,0.1068,0.4501,0.174,0.2691,0.3038,0.0314,0.0383,0.2931,0.0737,0.1694,
sess_000194,1,127,0.4729,0.5764,0.1068,0.4501,0.174,0.2691,0.3038,0.0314,0.0383,0.2931,0.0737,0.1694,
sess_000194,2,134,0.4163,0.8076,0.1068,0.4501,0.174,0.2691,0.3038,0.0314,0.0383,0.2931,0.0737,0.1694,
sess_000194,3,153,0.3348,0.6368,0.1068,0.4501,0.174,0.2691,0.3038,0.0314,0.0383,0.2931,0.0737,0.1694,
sess_000194,4,153,0.4935,0.5321,0.1068,0.4501,0.174,0.2691,0.3038,0.0314,0.0383,0.2931,0.0737,0.1694,
sess_000194,5,164,0.8327,0.3146,0.1068,0.4501,0.174,0.2691,0.3038,0.0314,0.0383,0.2931,0.0737,0.1694,
sess_000194,6,191,0.5836,0.5382,0.1068,0.4501,0.174,0.2691,0.3038,0.0314,0.0383,0.2931,0.0737,0.1694,
sess_000194,7,201,0.4829,0.4005,0.1068,0.4501,0.174,0.2691,0.3038,0.0314,0.0383,0.2931,0.0737,0.1694,
sess_000194,8,204,0.7088,0.4545,0.1068,0.4501,0.174,0.2691,0.3038,0.0314,0.0383,0.2931,0.0737,0.1694,
sess_000194,9,266,0.6272,0.2086,0.1068,0.4501,0.174,0.2691,0.3038,0.0314,0.0383,0.2931,0.0737,0.1694,
sess_000194,10,260,0.5236,0.3262,0.1068,0.4501,0.174,0.2691,0.3038,0.0314,0.0383,0.2931,0.0737,0.1694,
sess_000194,11,280,0.4758,0.4421,0.1068,0.4501,0.174,0.2691,0.3038,0.0314,0.0383,0.2931,0.0737,0.1694,
sess_000194,12,279,0.706,0.552,0.1068,0.4501,0.174,0.2691,0.3038,0.0314,0.0383,0.2931,0.0737,0.1694,
sess_000194,13,287,0.4457,0.7867,0.1068,0.4501,0.174,0.2691,0.3038,0.0314,0.0383,0.2931,0.0737,0.1694,
sess_000194,14,302,0.5015,0.4694,0.1068,0.4501,0.174,0.2691,0.3038,0.0314,0.0383,0.2931,0.0737,0.1694,
sess_000195,0,7,,0.6496,0.2095,0.4344,0.27,0.086,0.0132,0.152,0.086,0.0672,0.0192,0.0831,
sess_000196,0,39,,0.1861,0.1104,0.7189,0.0336,0.1372,0.2348,0.022,0.0952,0.0227,0.3486,0.1358,
sess_000197,0,19,0.1441,0.4022,0.1691,0.2424,0.411,0.1775,0.0708,0.0269,0.0775,0.1857,0.2884,0.1336,
sess_000197,1,29,0.1929,0.2822,0.1691,0.2424,0.411,0.1775,0.0708,0.0269,0.0775,0.1857,0.2884,0.1336,
sess_000197,2,25,0.0906,0.2871,0.1691,0.2424,0.411,0.1775,0.0708,0.0269,0.0775,0.1857,0.2884,0.1336,
sess_000197,3,35,0.1188,0.4021,0.1691,0.2424,0.411,0.1775,0.0708,0.0269,0.0775,0.1857,0.2884,0.1336,
sess_000197,4,31,0.1616,0.4032,0.1691,0.2424,0.411,0.1775,0.0708,0.0269,0.0775,0.1857,0.2884,0.1336,
sess_000197,5,35,0.1642,0.2722,0.1691,0.2424,0.411,0.1775,0.0708,0.0269,0.0775,0.1857,0.2884,0.1336,
sess_000197,6,43,0.1669,0.321,0.1691,0.2424,0.411,0.1775,0.0708,0.0269,0.0775,0.1857,0.2884,0.1336,
sess_000197,7,48,0.1857,0.2472,0.1691,0.2424,0.411,0.1775,0.0708,0.0269,0.0775,0.1857,0.2884,0.1336,
sess_000197,8,46,0.1544,0.3237,0.1691,0.2424,0.411,0.1775,0.0708,0.0269,0.0775,0.1857,0.2884,0.1336,
sess_000197,9,58,0.1726,0.1543,0.1691,0.2424,0.411,0.1775,0.0708,0.0269,0.0775,0.1857,0.2884,0.1336,
sess_000197,10,50,0.0971,0.2804,0.1691,0.2424,0.411,0.1775,0.0708,0.0269,0.0775,0.1857,0.2884,0.1336,
sess_000197,11,48,0.1266,0.1848,0.1691,0.2424,0.411,0.1775,0.0708,0.0269,0.0775,0.1857,0.2884,0.1336,
sess_000197,12,59,0.1574,0.3499,0.1691,0.2424,0.411,0.1775,0.0708,0.0269,0.0775,0.1857,0.2884,0.1336,
sess_000197,13,60,0.111,0.3767,0.1691,0.2424,0.411,0.1775,0.0708,0.0269,0.0775,0.1857,0.2884,0.1336,
sess_000197,14,70,0.1743,0.2711,0.1691,0.2424,0.411,0.1775,0.0708,0.0269,0.0775,0.1857,0.2884,0.1336,
sess_000198,0,10,,0.0693,0.0157,0.0269,0.2175,0.7399,0.016,0.1446,0.4882,0.3902,0.1602,0.2399,
sess_000199,0,27,,0.0263,0.6877,0.1386,0.1293,0.0444,0.3014,0.0099,0.0283,0.3971,0.2469,0.2259,
sess_000200,0,25,0.1167,0.4113,0.3845,0.3822,0.2323,0.001,0.0795,0.2809,0.1279,0.1248,0.2434,0.173,
sess_000200,1,20,0.087,0.4256,0.3845,0.3822,0.2323,0.001,0.0795,0.2809,0.1279,0.1248,0.2434,0.173,
sess_000200,2,32,0.079,0.8588,0.3845,0.3822,0.2323,0.001,0.0795,0.2809,0.1279,0.1248,0.2434,0.173,report_spike
sess_000200,3,31,0.1019,1.0299,0.4045,0.3698,0.2247,0.0009,0.0795,0.2809,0.1279,0.1248,0.2434,0.173,audience_shift
sess_000200,4,44,0.0781,0.6714,0.4045,0.3698,0.2247,0.0009,0.0795,0.2809,0.1279,0.1248,0.2434,0.173,
sess_000200,5,45,0.0988,0.5686,0.4045,0.3698,0.2247,0.0009,0.0795,0.2809,0.1279,0.1248,0.2434,0.173,
sess_000200,6,44,0.077,1.0366,0.4045,0.3698,0.2247,0.0009,0.0795,0.2809,0.1279,0.1248,0.2434,0.173,
sess_000200,7,42,0.0841,1.2048,0.4045,0.3698,0.2247,0.0009,0.0795,0.2809,0.1279,0.1248,0.2434,0.173,
sess_000200,8,55,0.1139,0.6598,0.4045,0.3698,0.2247,0.0009,0.0795,0.2809,0.1279,0.1248,0.2434,0.173,report_spike
sess_000200,9,59,0.0862,0.4131,0.4045,0.3698,0.2247,0.0009,0.0795,0.2809,0.1279,0.1248,0.2434,0.173,
sess_000200,10,53,0.0964,1.4702,0.4045,0.3698,0.2247,0.0009,0.0795,0.2809,0.1279,0.1248,0.2434,0.173,
sess_000200,11,59,0.069,0.7986,0.4045,0.3698,0.2247,0.0009,0.0795,0.2809,0.1279,0.1248,0.2434,0.173,
sess_000200,12,61,0.1578,0.5132,0.4045,0.3698,0.2247,0.0009,0.0795,0.2809,0.1279,0.1248,0.2434,0.173,
sess_000200,13,68,0.0716,0.9638,0.4045,0.3698,0.2247,0.0009,0.0795,0.2809,0.1279,0.1248,0.2434,0.173,
sess_000200,14,82,0.0735,0.941,0.4045,0.3698,0.2247,0.0009,0.0795,0.2809,0.1279,0.1248,0.2434,0.173,
sess_000201,0,22,,0.0472,0.0024,0.776,0.1606,0.061,0.0502,0.0538,0.3415,0.1993,0.0178,0.1816,
sess_000202,0,5,,0.2416,0.2527,0.052,0.6805,0.0148,0.0122,0.1466,0.2989,0.161,0.1933,0.1867,
sess_000203,0,9,,0.0407,0.2504,0.5598,0.1331,0.0566,0.1276,0.212,0.0645,0.1078,0.0803,0.105,
sess_000204,0,13,,0.0902,0.195,0.5128,0.1152,0.1769,0.0849,0.0964,0.0312,0.2838,0.1554,0.1543,
sess_000205,0,35,,0.1976,0.2656,0.6599,0.0072,0.0672,0.3311,0.04,0.0394,0.2723,0.0277,0.1634,
sess_000206,0,31,,0.1185,0.0734,0.6831,0.1242,0.1193,0.0557,0.0101,0.19,0.616,0.2576,0.2832,
sess_000207,0,21,0.4845,0.8701,0.0835,0.4666,0.2569,0.193,0.1728,0.1511,0.3831,0.0765,0.3985,0.2166,
sess_000207,1,26,0.77,1.4081,0.0835,0.4666,0.2569,0.193,0.1728,0.1511,0.3831,0.0765,0.3985,0.2166,
sess_000207,2,22,0.5342,0.9369,0.0835,0.4666,0.2569,0.193,0.1728,0.1511,0.3831,0.0765,0.3985,0.2166,
sess_000207,3,31,0.4464,1.7059,0.0835,0.4666,0.2569,0.193,0.1728,0.1511,0.3831,0.0765,0.3985,0.2166,
sess_000207,4,32,0.5411,2.4704,0.0835,0.4666,0.2569,0.193,0.1728,0.1511,0.3831,0.0765,0.3985,0.2166,
sess_000207,5,33,0.4171,0.6337,0.0835,0.4666,0.2569,0.193,0.1728,0.1511,0.3831,0.0765,0.3985,0.2166,
sess_000207,6,28,0.5568,1.2401,0.0835,0.4666,0.2569,0.193,0.1728,0.1511,0.3831,0.0765,0.3985,0.2166,
sess_000207,7,35,0.358,1.7141,0.0835,0.4666,0.2569,0.193,0.1728,0.1511,0.3831,0.0765,0.3985,0.2166,
sess_000207,8,37,0.7111,3.0114,0.0835,0.4666,0.2569,0.193,0.1728,0.1511,0.3831,0.0765,0.3985,0.2166,
sess_000207,9,40,0.5592,1.5427,0.0835,0.4666,0.2569,0.193,0.1728,0.1511,0.3831,0.0765,0.3985,0.2166,
sess_000207,10,42,0.3701,1.267,0.0835,0.4666,0.2569,0.193,0.1728,0.1511,0.3831,0.0765,0.3985,0.2166,
sess_000207,11,44,0.6214,1.2134,0.0835,0.4666,0.2569,0.193,0.1728,0.1511,0.3831,0.0765,0.3985,0.2166,
sess_000207,12,47,0.4626,1.5571,0.0835,0.4666,0.2569,0.193,0.1728,0.1511,0.3831,0.0765,0.3985,0.2166,
sess_000207,13,50,0.2874,1.3823,0.0835,0.4666,0.2569,0.193,0.1728,0.1511,0.3831,0.0765,0.3985,0.2166,
sess_000207,14,51,0.3879,1.5585,0.0835,0.4666,0.2569,0.193,0.1728,0.1511,0.3831,0.0765,0.3985,0.2166,
sess_000208,0,52,0.0376,0.2196,0.412,0.2991,0.1584,0.1306,0.0523,0.0875,0.2993,0.1902,0.4498,0.1919,
sess_000208,1,50,0.0432,0.2351,0.412,0.2991,0.1584,0.1306,0.0523,0.0875,0.2993,0.1902,0.4498,0.1919,
sess_000208,2,74,0.0681,0.199,0.412,0.2991,0.1584,0.1306,0.0523,0.0875,0.2993,0.1902,0.4498,0.1919,
sess_000208,3,61,0.0465,0.2085,0.412,0.2991,0.1584,0.1306,0.0523,0.0875,0.2993,0.1902,0.4498,0.1919,
sess_000208,4,77,0.0282,0.2262,0.412,0.2991,0.1584,0.1306,0.0523,0.0875,0.2993,0.1902,0.4498,0.1919,
sess_000208,5,88,0.0542,0.1831,0.412,0.2991,0.1584,0.1306,0.0523,0.0875,0.2993,0.1902,0.4498,0.1919,
sess_000208,6,85,0.0372,0.3029,0.412,0.2991,0.1584,0.1306,0.0523,0.0875,0.2993,0.1902,0.4498,0.1919,
sess_000208,7,109,0.0559,0.2741,0.412,0.2991,0.1584,0.1306,0.0523,0.0875,0.2993,0.1902,0.4498,0.1919,
sess_000208,8,104,0.0436,0.2401,0.412,0.2991,0.1584,0.1306,0.0523,0.0875,0.2993,0.1902,0.4498,0.1919,
sess_000208,9,109,0.0528,0.1225,0.412,0.2991,0.1584,0.1306,0.0523,0.0875,0.2993,0.1902,0.4498,0.1919,
sess_000208,10,106,0.0279,0.165,0.412,0.2991,0.1584,0.1306,0.0523,0.0875,0.2993,0.1902,0.4498,0.1919,
sess_000208,11,135,0.0314,0.146,0.412,0.2991,0.1584,0.1306,0.0523,0.0875,0.2993,0.1902,0.4498,0.1919,
sess_000208,12,124,0.0557,0.3611,0.412,0.2991,0.1584,0.1306,0.0523,0.0875,0.2993,0.1902,0.4498,0.1919,
sess_000208,13,145,0.0553,0.3895,0.412,0.2991,0.1584,0.1306,0.0523,0.0875,0.2993,0.1902,0.4498,0.1919,
sess_000208,14,130,0.0311,0.171,0.412,0.2991,0.1584,0.1306,0.0523,0.0875,0.2993,0.1902,0.4498,0.1919,
sess_000209,0,17,,0.0891,0.1374,0.0525,0.7358,0.0743,0.0307,0.0126,0.3489,0.1413,0.1236,0.1633,
sess_000210,0,10,,0.0941,0.0343,0.0314,0.4641,0.4702,0.1764,0.2104,0.0487,0.1601,0.3511,0.1683,
sess_000211,0,89,0.2272,0.0882,0.2524,0.6386,0.0998,0.0092,0.346,0.2906,0.1996,0.0389,0.024,0.1641,
sess_000211,1,135,0.2282,0.0991,0.2524,0.6386,0.0998,0.0092,0.346,0.2906,0.1996,0.0389,0.024,0.1641,
sess_000211,2,156,0.1221,0.1105,0.2524,0.6386,0.0998,0.0092,0.346,0.2906,0.1996,0.0389,0.024,0.1641,
sess_000211,3,151,0.142,0.1509,0.2524,0.6386,0.0998,0.0092,0.346,0.2906,0.1996,0.0389,0.024,0.1641,
sess_000211,4,161,0.1677,0.1841,0.2524,0.6386,0.0998,0.0092,0.346,0.2906,0.1996,0.0389,0.024,0.1641,
sess_000211,5,167,0.1862,0.2055,0.2524,0.6386,0.0998,0.0092,0.346,0.2906,0.1996,0.0389,0.024,0.1641,
sess_000211,6,196,0.2139,0.092,0.2524,0.6386,0.0998,0.0092,0.346,0.2906,0.1996,0.0389,0.024,0.1641,
sess_000211,7,205,0.1411,0.0878,0.2524,0.6386,0.0998,0.0092,0.346,0.2906,0.1996,0.0389,0.024,0.1641,
sess_000211,8,208,0.1402,0.1814,0.2524,0.6386,0.0998,0.0092,0.346,0.2906,0.1996,0.0389,0.024,0.1641,report_spike
sess_000211,9,215,0.1969,0.1264,0.2524,0.6386,0.0998,0.0092,0.346,0.2906,0.1996,0.0389,0.024,0.1641,
sess_000211,10,227,0.2432,0.0614,0.2524,0.6386,0.0998,0.0092,0.346,0.2906,0.1996,0.0389,0.024,0.1641,
sess_000211,11,268,0.1534,0.1338,0.2524,0.6386,0.0998,0.0092,0.346,0.2906,0.1996,0.0389,0.024,0.1641,
sess_000211,12,254,0.2584,0.0894,0.2524,0.6386,0.0998,0.0092,0.346,0.2906,0.1996,0.0389,0.024,0.1641,
sess_000211,13,275,0.2005,0.0783,0.2524,0.6386,0.0998,0.0092,0.346,0.2906,0.1996,0.0389,0.024,0.1641,
sess_000211,14,274,0.1693,0.1009,0.2524,0.6386,0.0998,0.0092,0.346,0.2906,0.1996,0.0389,0.024,0.1641,
sess_000212,0,21,,0.0251,0.191,0.5627,0.1437,0.1026,0.1275,0.0209,0.1679,0.4308,0.1458,0.2595,
sess_000213,0,25,,0.0751,0.381,0.1341,0.1047,0.3802,0.0711,0.1134,0.0099,0.1038,0.5227,0.1221,
sess_000214,0,134,0.1716,0.4829,0.361,0.1051,0.5268,0.0071,0.0064,0.0238,0.2488,0.0917,0.1378,0.1581,
sess_000214,1,116,0.1508,1.3906,0.361,0.1051,0.5268,0.0071,0.0064,0.0238,0.2488,0.0917,0.1378,0.1581,
sess_000214,2,115,0.171,0.8914,0.361,0.1051,0.5268,0.0071,0.0064,0.0238,0.2488,0.0917,0.1378,0.1581,
sess_000214,3,142,0.241,0.9054,0.361,0.1051,0.5268,0.0071,0.0064,0.0238,0.2488,0.0917,0.1378,0.1581,
sess_000214,4,181,0.1905,1.1294,0.361,0.1051,0.5268,0.0071,0.0064,0.0238,0.2488,0.0917,0.1378,0.1581,
sess_000214,5,152,0.2789,0.6346,0.361,0.1051,0.5268,0.0071,0.0064,0.0238,0.2488,0.0917,0.1378,0.1581,
sess_000214,6,193,0.2127,0.7337,0.361,0.1051,0.5268,0.0071,0.0064,0.0238,0.2488,0.0917,0.1378,0.1581,
sess_000214,7,205,0.1697,1.1571,0.361,0.1051,0.5268,0.0071,0.0064,0.0238,0.2488,0.0917,0.1378,0.1581,
sess_000214,8,201,0.1549,0.8018,0.361,0.1051,0.5268,0.0071,0.0064,0.0238,0.2488,0.0917,0.1378,0.1581,
sess_000214,9,208,0.1524,0.7777,0.361,0.1051,0.5268,0.0071,0.0064,0.0238,0.2488,0.0917,0.1378,0.1581,
sess_000214,10,226,0.0922,0.8543,0.361,0.1051,0.5268,0.0071,0.0064,0.0238,0.2488,0.0917,0.1378,0.1581,
sess_000214,11,243,0.2447,0.4651,0.361,0.1051,0.5268,0.0071,0.0064,0.0238,0.2488,0.0917,0.1378,0.1581,
sess_000214,12,230,0.1794,0.5585,0.361,0.1051,0.5268,0.0071,0.0064,0.0238,0.2488,0.0917,0.1378,0.1581,
sess_000214,13,239,0.1535,0.632,0.361,0.1051,0.5268,0.0071,0.0064,0.0238,0.2488,0.0917,0.1378,0.1581,
sess_000214,14,254,0.1318,0.687,0.361,0.1051,0.5268,0.0071,0.0064,0.0238,0.2488,0.0917,0.1378,0.1581,
sess_000215,0,16,0.2565,1.5155,0.7494,0.0968,0.1494,0.0044,0.1739,0.081,0.1101,0.1017,0.1651,0.1236,
sess_000215,1,21,0.2899,2.7457,0.7494,0.0968,0.1494,0.0044,0.1739,0.081,0.1101,0.1017,0.1651,0.1236,
sess_000215,2,22,0.2893,3.0188,0.7494,0.0968,0.1494,0.0044,0.1739,0.081,0.1101,0.1017,0.1651,0.1236,
sess_000215,3,28,0.2895,2.2306,0.7494,0.0968,0.1494,0.0044,0.1739,0.081,0.1101,0.1017,0.1651,0.1236,
sess_000215,4,25,0.4206,2.8601,0.7494,0.0968,0.1494,0.0044,0.1739,0.081,0.1101,0.1017,0.1651,0.1236,
sess_000215,5,26,0.3035,1.2818,0.7494,0.0968,0.1494,0.0044,0.1739,0.081,0.1101,0.1017,0.1651,0.1236,
sess_000215,6,32,0.3908,1.4882,0.7494,0.0968,0.1494,0.0044,0.1739,0.081,0.1101,0.1017,0.1651,0.1236,
sess_000215,7,29,0.2552,1.127,0.7494,0.0968,0.1494,0.0044,0.1739,0.081,0.1101,0.1017,0.1651,0.1236,
sess_000215,8,38,0.245,1.1152,0.7494,0.0968,0.1494,0.0044,0.1739,0.081,0.1101,0.1017,0.1651,0.1236,
sess_000215,9,35,0.3781,2.2816,0.7494,0.0968,0.1494,0.0044,0.1739,0.081,0.1101,0.1017,0.1651,0.1236,
sess_000215,10,41,0.5715,1.6204,0.7494,0.0968,0.1494,0.0044,0.1739,0.081,0.1101,0.1017,0.1651,0.1236,
sess_000215,11,43,0.2854,1.6484,0.7494,0.0968,0.1494,0.0044,0.1739,0.081,0.1101,0.1017,0.1651,0.1236,
sess_000215,12,43,0.2718,1.0791,0.7494,0.0968,0.1494,0.0044,0.1739,0.081,0.1101,0.1017,0.1651,0.1236,
sess_000215,13,47,0.3064,3.8882,0.7494,0.0968,0.1494,0.0044,0.1739,0.081,0.1101,0.1017,0.1651,0.1236,
sess_000215,14,51,0.3643,1.2657,0.7494,0.0968,0.1494,0.0044,0.1739,0.081,0.1101,0.1017,0.1651,0.1236,
sess_000216,0,13,,0.0915,0.2281,0.5643,0.0083,0.1992,0.0473,0.1883,0.1915,0.3037,0.1639,0.1928,
sess_000217,0,111,0.1848,0.2908,0.199,0.1859,0.019,0.5961,0.1334,0.143,0.0647,0.2131,0.1482,0.157,
sess_000217,1,149,0.2509,0.4435,0.199,0.1859,0.019,0.5961,0.1334,0.143,0.0647,0.2131,0.1482,0.157,
sess_000217,2,152,0.2354,0.3737,0.199,0.1859,0.019,0.5961,0.1334,0.143,0.0647,0.2131,0.1482,0.157,
sess_000217,3,186,0.1568,0.3109,0.199,0.1859,0.019,0.5961,0.1334,0.143,0.0647,0.2131,0.1482,0.157,
sess_000217,4,166,0.1637,0.5233,0.199,0.1859,0.019,0.5961,0.1334,0.143,0.0647,0.2131,0.1482,0.157,
