session_id,platform,content_format,creator_account_id,creator_age_band,creator_region,account_tenure_days,start_time_local,duration_sec,category,aud_u18_share,aud_18_24_share,aud_25_plus_share,aud_unknown_share,viewer_peak,join_rate_per_min,exit_rate_per_min,comment_rate_per_min,cross_age_interaction_rate,text_signal,audio_signal,visual_signal,behavior_signal,novelty_score,trend_cluster_id,risk_score,risk_velocity,confidence_band,risk_tier,abstain_flag,suggested_action_tier,human_review_required,moderator_decision,final_action_taken,raw_report_count,downstream_harm_report_count,policy_violation_downstream,appeal_or_reversal,driver_age_risk,driver_boundary_escalation,driver_contextual_vulnerability,driver_emerging_trend
sess_000170,youtube,short_video,acct_001633,25_plus,APAC,126,2025-11-17T03:38:00,80,beauty,0.2323,0.2446,0.3249,0.1981,16,,,0.2125,0.09,0.0629,0.116,0.1219,0.0819,0.3156,trend_32,0.1127,0.0034,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000171,youtube,live,acct_000232,unknown,LATAM,223,2025-12-02T12:18:00,2586,education,0.2786,0.4011,0.0787,0.2416,23,0.2014,0.0955,0.1582,0.0358,0.1211,0.0135,0.0695,0.2724,0.0568,trend_04,0.1268,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,True,False
sess_000172,facebook,live,acct_000853,18_24,MEA,136,2025-11-22T14:08:00,765,education,0.144,0.2484,0.4035,0.2041,347,0.0739,0.1408,1.603,0.2583,0.0056,0.0332,0.0458,0.1431,0.0896,trend_21,0.0928,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000173,tiktok,short_video,acct_001431,25_plus,EU,426,2025-12-12T05:00:00,25,comedy,0.071,0.4498,0.3122,0.167,28,,,0.1035,0.1431,0.2548,0.025,0.0293,0.242,0.0882,trend_30,0.1576,0.0266,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000174,tiktok,live,acct_001382,unknown,LATAM,102,2025-12-05T19:11:00,2762,gaming,0.1051,0.3463,0.536,0.0126,125,0.116,0.0581,0.6744,0.0265,0.1637,0.108,0.0066,0.0925,0.1445,trend_40,0.0915,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000175,youtube,short_video,acct_001431,18_24,EU,181,2025-11-23T20:00:00,43,beauty,0.2219,0.4146,0.1692,0.1942,15,,,0.1319,0.5521,0.3558,0.1421,0.2447,0.26,0.3845,trend_11,0.314,-0.0468,high,low,False,none,False,unknown,none,0,1,False,False,False,True,False,True
sess_000176,tiktok,short_video,acct_000424,18_24,EU,375,2025-12-22T08:31:00,60,lifestyle,0.6341,0.2596,0.1029,0.0034,45,,,0.095,0.0316,0.3714,0.0899,0.0787,0.2047,0.099,trend_42,0.1759,-0.0058,high,low,False,none,False,unknown,none,0,1,False,False,False,True,False,False
sess_000177,instagram,short_video,acct_001443,25_plus,APAC,180,2025-11-22T08:28:00,89,lifestyle,0.0538,0.631,0.3031,0.0121,11,,,0.03,0.1979,0.1561,0.0422,0.4154,0.4577,0.0848,trend_28,0.2737,-0.0545,high,low,False,none,False,unknown,none,0,0,False,False,False,False,True,False
sess_000178,tiktok,short_video,acct_000830,25_plus,APAC,12,2025-12-04T14:50:00,57,comedy,0.1796,0.1849,0.6282,0.0073,9,,,0.2865,0.1559,0.2681,0.2091,0.057,0.0286,0.5886,trend_19,0.1757,0.0053,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000179,facebook,live,acct_000742,u18,EU,458,2025-11-21T07:34:00,667,beauty,0.1491,0.5757,0.2463,0.029,17,0.1072,0.1528,2.2698,0.0365,0.0459,0.0471,0.0402,0.1549,0.3082,trend_34,0.1006,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,True,False
sess_000180,tiktok,short_video,acct_000420,18_24,EU,295,2025-12-06T10:10:00,87,beauty,0.0786,0.4185,0.2415,0.2614,36,,,0.122,0.0352,0.0557,0.0577,0.0849,0.1501,0.0603,trend_19,0.0856,0.0045,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000181,youtube,short_video,acct_001284,18_24,LATAM,248,2025-12-14T11:50:00,79,gaming,0.5392,0.2981,0.1557,0.007,22,,,0.0755,0.4017,0.1955,0.164,0.025,0.0245,0.1749,trend_17,0.1364,-0.01,high,low,False,none,False,unknown,none,1,1,False,False,False,False,False,False
sess_000182,tiktok,live,acct_000687,25_plus,MEA,497,2025-12-07T04:32:00,3421,gaming,0.1117,0.2043,0.6749,0.009,66,0.0793,0.0735,3.0469,0.0274,0.1521,0.4589,0.0203,0.0844,0.2654,trend_19,0.1365,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000183,tiktok,short_video,acct_000592,u18,LATAM,414,2025-12-17T23:20:00,26,sports,0.5889,0.1922,0.1222,0.0967,12,,,0.0685,0.1235,0.1336,0.0902,0.1192,0.0507,0.3307,trend_27,0.122,-0.0214,high,low,False,none,False,unknown,none,0,0,True,False,False,False,False,True
sess_000184,instagram,live,acct_000879,18_24,LATAM,174,2025-12-30T03:59:00,3217,sports,0.1126,0.6325,0.1381,0.1168,386,0.1083,0.0854,0.8363,0.2819,0.1596,0.0685,0.1613,0.2278,0.3851,trend_07,0.2071,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000185,youtube,short_video,acct_001266,u18,LATAM,294,2025-12-12T11:08:00,17,lifestyle,0.4265,0.1997,0.0847,0.2891,18,,,0.0693,0.3261,0.0654,0.0977,0.0586,0.2717,0.1224,trend_40,0.1621,-0.0197,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000186,facebook,live,acct_000597,18_24,NA,182,2025-11-17T05:15:00,441,comedy,0.2628,0.2568,0.317,0.1635,466,0.2269,0.1004,0.8286,0.1081,0.0698,0.0604,0.0557,0.0992,0.1381,trend_19,0.086,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000187,tiktok,short_video,acct_001648,25_plus,LATAM,357,2025-12-29T02:09:00,27,beauty,0.0636,0.0921,0.5821,0.2622,82,,,0.0569,0.0945,0.0766,0.0104,0.2526,0.1981,0.293,trend_22,0.1595,0.0015,high,low,False,none,False,unknown,none,1,0,False,False,False,False,False,False
sess_000188,facebook,short_video,acct_001008,18_24,MEA,485,2025-12-14T13:15:00,57,news,0.1211,0.3893,0.1602,0.3294,11,,,0.0642,0.2216,0.0032,0.0145,0.0807,0.2847,0.0672,trend_14,0.1297,0.016,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000189,tiktok,short_video,acct_000562,18_24,NA,251,2025-11-09T19:33:00,60,gaming,0.091,0.3239,0.4761,0.1091,36,,,0.3285,0.0428,0.0762,0.0107,0.2712,0.424,0.1503,trend_31,0.2055,0.0009,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000190,tiktok,short_video,acct_001773,25_plus,LATAM,324,2025-12-08T07:46:00,66,beauty,0.0525,0.1132,0.543,0.2913,14,,,0.1089,0.0176,0.0937,0.4233,0.1127,0.0938,0.2453,trend_29,0.1362,-0.0331,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000191,instagram,short_video,acct_000401,18_24,APAC,406,2025-12-05T19:51:00,89,comedy,0.3003,0.2103,0.0488,0.4406,29,,,0.1319,0.0245,0.151,0.0086,0.3887,0.0672,0.3672,trend_40,0.1625,-0.0072,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000192,youtube,live,acct_000427,25_plus,EU,782,2025-11-05T12:23:00,363,fitness,0.0597,0.4669,0.4378,0.0356,222,1.1863,0.2853,0.9327,0.1159,0.079,0.0872,0.0396,0.5291,0.2139,trend_36,0.2167,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,True,False,False
sess_000193,instagram,short_video,acct_001671,25_plus,LATAM,284,2025-11-19T20:51:00,27,comedy,0.2071,0.2715,0.3514,0.17,19,,,0.0367,0.198,0.114,0.0613,0.3859,0.2086,0.6112,trend_15,0.2439,-0.0195,high,low,False,none,False,unknown,none,1,2,False,False,False,False,False,False
sess_000194,tiktok,live,acct_001999,18_24,LATAM,269,2025-11-18T07:33:00,950,fitness,0.1068,0.4501,0.174,0.2691,314,0.5306,0.1238,0.5305,0.0257,0.3038,0.0314,0.0383,0.2931,0.0737,trend_31,0.1694,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,True,False,False
sess_000195,facebook,short_video,acct_000381,unknown,MEA,427,2025-11-18T19:25:00,27,sports,0.2095,0.4344,0.27,0.086,7,,,0.6496,0.2397,0.0132,0.152,0.086,0.0672,0.0192,trend_06,0.0831,-0.0082,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000196,youtube,short_video,acct_000149,unknown,EU,123,2025-11-15T22:37:00,72,news,0.1104,0.7189,0.0336,0.1372,39,,,0.1861,0.1968,0.2348,0.022,0.0952,0.0227,0.3486,trend_34,0.1358,0.008,high,low,False,none,False,unknown,none,1,0,False,False,False,False,False,True
sess_000197,instagram,live,acct_000151,25_plus,APAC,274,2025-11-09T12:44:00,1038,news,0.1691,0.2424,0.411,0.1775,67,0.1574,0.109,0.3147,0.1709,0.0708,0.0269,0.0775,0.1857,0.2884,trend_01,0.1336,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000198,youtube,short_video,acct_001047,unknown,EU,719,2025-12-23T10:17:00,49,news,0.0157,0.0269,0.2175,0.7399,10,,,0.0693,0.0731,0.016,0.1446,0.4882,0.3902,0.1602,trend_11,0.2399,0.0135,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000199,instagram,short_video,acct_001625,u18,MEA,371,2025-12-25T16:14:00,47,lifestyle,0.6877,0.1386,0.1293,0.0444,27,,,0.0263,0.1471,0.3014,0.0099,0.0283,0.3971,0.2469,trend_34,0.2259,0.0201,high,low,False,none,False,unknown,none,0,0,False,False,True,False,True,False
sess_000200,youtube,live,acct_001186,18_24,MEA,345,2025-11-10T20:11:00,3590,general,0.4045,0.3698,0.2247,0.0009,77,0.0876,0.0597,0.6948,0.3762,0.0795,0.2809,0.1279,0.1248,0.2434,trend_13,0.173,0.0,high,low,False,none,False,unknown,none,4,1,False,False,False,False,False,False
sess_000201,instagram,short_video,acct_000880,25_plus,APAC,282,2025-12-09T07:29:00,69,sports,0.0024,0.776,0.1606,0.061,22,,,0.0472,0.3845,0.0502,0.0538,0.3415,0.1993,0.0178,trend_29,0.1816,0.0121,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000202,tiktok,short_video,acct_000591,25_plus,LATAM,128,2025-12-30T16:02:00,47,music,0.2527,0.052,0.6805,0.0148,5,,,0.2416,0.4257,0.0122,0.1466,0.2989,0.161,0.1933,trend_37,0.1867,-0.0243,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000203,instagram,short_video,acct_000262,u18,LATAM,364,2025-11-11T08:26:00,87,music,0.2504,0.5598,0.1331,0.0566,9,,,0.0407,0.0491,0.1276,0.212,0.0645,0.1078,0.0803,trend_41,0.105,-0.0166,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000204,instagram,short_video,acct_001073,18_24,LATAM,68,2025-12-16T16:36:00,84,beauty,0.195,0.5128,0.1152,0.1769,13,,,0.0902,0.2111,0.0849,0.0964,0.0312,0.2838,0.1554,trend_31,0.1543,-0.013,high,low,False,none,False,unknown,none,0,2,False,False,True,False,True,False
sess_000205,youtube,short_video,acct_001247,18_24,EU,156,2025-11-27T16:28:00,76,comedy,0.2656,0.6599,0.0072,0.0672,35,,,0.1976,0.0038,0.3311,0.04,0.0394,0.2723,0.0277,trend_16,0.1634,-0.0025,high,low,False,none,False,unknown,none,0,2,False,False,False,True,False,False
sess_000206,facebook,short_video,acct_001201,18_24,EU,500,2025-11-02T16:15:00,14,lifestyle,0.0734,0.6831,0.1242,0.1193,31,,,0.1185,0.312,0.0557,0.0101,0.19,0.616,0.2576,trend_24,0.2832,-0.0176,high,low,False,none,False,unknown,none,0,1,True,False,False,True,False,False
sess_000207,facebook,live,acct_000142,18_24,NA,246,2025-11-30T03:22:00,3007,beauty,0.0835,0.4666,0.2569,0.193,58,0.473,0.0315,1.3225,0.2766,0.1728,0.1511,0.3831,0.0765,0.3985,trend_27,0.2166,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000208,tiktok,live,acct_001285,18_24,APAC,1199,2025-11-30T21:28:00,3126,comedy,0.412,0.2991,0.1584,0.1306,151,0.0422,0.5471,0.2185,0.1629,0.0523,0.0875,0.2993,0.1902,0.4498,trend_38,0.1919,0.0,high,low,False,none,False,unknown,none,0,2,True,False,False,False,False,False
sess_000209,youtube,short_video,acct_001760,25_plus,MEA,324,2025-12-14T14:47:00,16,gaming,0.1374,0.0525,0.7358,0.0743,17,,,0.0891,0.3382,0.0307,0.0126,0.3489,0.1413,0.1236,trend_36,0.1633,-0.0055,high,low,False,none,False,unknown,none,0,2,True,False,True,False,False,False
sess_000210,facebook,short_video,acct_000699,unknown,APAC,781,2025-12-24T14:13:00,79,education,0.0343,0.0314,0.4641,0.4702,10,,,0.0941,0.1642,0.1764,0.2104,0.0487,0.1601,0.3511,trend_26,0.1683,0.0345,high,low,False,none,False,unknown,none,0,0,False,False,False,True,False,False
sess_000211,facebook,live,acct_001483,u18,MEA,341,2025-11-03T03:10:00,3329,comedy,0.2524,0.6386,0.0998,0.0092,302,0.1757,0.0435,0.1376,0.081,0.346,0.2906,0.1996,0.0389,0.024,trend_28,0.1641,0.0,high,low,False,none,False,unknown,none,3,0,False,False,False,False,False,False
sess_000212,tiktok,short_video,acct_000313,18_24,NA,762,2025-12-16T00:52:00,56,music,0.191,0.5627,0.1437,0.1026,21,,,0.0251,0.533,0.1275,0.0209,0.1679,0.4308,0.1458,trend_20,0.2595,-0.023,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000213,tiktok,short_video,acct_001285,u18,APAC,401,2025-11-03T06:06:00,62,lifestyle,0.381,0.1341,0.1047,0.3802,25,,,0.0751,0.0999,0.0711,0.1134,0.0099,0.1038,0.5227,trend_06,0.1221,-0.0025,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000214,facebook,live,acct_001851,18_24,NA,595,2025-12-06T20:08:00,2135,sports,0.361,0.1051,0.5268,0.0071,282,0.1702,0.2255,0.7168,0.5841,0.0064,0.0238,0.2488,0.0917,0.1378,trend_31,0.1581,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000215,facebook,live,acct_001345,unknown,MEA,210,2025-12-27T04:31:00,1974,lifestyle,0.7494,0.0968,0.1494,0.0044,53,0.3472,0.1888,1.5354,0.1033,0.1739,0.081,0.1101,0.1017,0.1651,trend_43,0.1236,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000216,youtube,short_video,acct_001417,unknown,MEA,231,2025-12-01T12:12:00,69,fitness,0.2281,0.5643,0.0083,0.1992,13,,,0.0915,0.2307,0.0473,0.1883,0.1915,0.3037,0.1639,trend_17,0.1928,-0.0327,high,low,False,none,False,unknown,none,0,1,False,False,True,True,False,False
sess_000217,instagram,live,acct_001511,18_24,NA,727,2025-11-12T15:46:00,2175,music,0.199,0.1859,0.019,0.5961,354,0.1839,0.0633,0.3712,0.2269,0.1334,0.143,0.0647,0.2131,0.1482,trend_32,0.157,0.0,high,low,False,none,False,unknown,none,0,1,True,False,False,False,False,False
sess_000218,facebook,short_video,acct_000428,18_24,NA,117,2025-12-02T12:49:00,70,news,0.0184,0.5978,0.1387,0.2451,17,,,0.0373,0.1407,0.1748,0.1704,0.012,0.2405,0.1124,trend_15,0.1531,-0.0374,high,low,False,none,False,unknown,none,0,0,False,False,False,True,False,False
sess_000219,youtube,short_video,acct_000181,18_24,APAC,6,2025-12-20T02:20:00,58,music,,,,,82,,,0.0393,0.2755,0.0291,0.1762,0.0981,0.0757,0.1638,trend_12,0.1024,0.0151,high,low,False,none,False,unknown,none,0,2,False,False,False,False,False,False
sess_000220,youtube,short_video,acct_001993,25_plus,APAC,661,2025-12-04T15:44:00,39,education,0.25,0.4916,0.0645,0.1939,15,,,0.082,0.5017,0.0543,0.168,0.1081,0.0785,0.1015,trend_07,0.1405,-0.0108,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000221,youtube,live,acct_000319,u18,EU,94,2025-11-27T08:19:00,2196,gaming,0.3302,0.6268,0.0385,0.0046,82,0.1443,0.1841,0.3856,0.0316,0.0605,0.0817,0.0638,0.5849,0.0173,trend_38,0.2023,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,True,False
sess_000222,tiktok,live,acct_001054,18_24,LATAM,463,2025-12-01T17:34:00,2341,general,0.7636,0.1357,0.0972,0.0035,154,0.227,0.0809,2.4852,0.0433,0.2667,0.2113,0.09,0.1221,0.4195,trend_27,0.1774,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000223,facebook,live,acct_001775,18_24,LATAM,1015,2025-12-28T05:19:00,1713,comedy,0.1187,0.2683,0.2751,0.3379,31,0.2102,0.0792,0.3531,0.2917,0.1698,0.2585,0.0335,0.1527,0.555,trend_25,0.2025,0.0,high,low,False,none,False,unknown,none,0,0,True,False,False,False,False,False
sess_000224,facebook,short_video,acct_001787,u18,MEA,222,2025-12-30T10:54:00,81,education,0.2127,0.5749,0.0383,0.1741,50,,,0.0972,0.0482,0.2805,0.0027,0.0578,0.2586,0.1442,trend_05,0.165,-0.0168,high,low,False,none,False,unknown,none,0,1,False,False,False,False,True,False
sess_000225,facebook,short_video,acct_001487,25_plus,APAC,1174,2025-11-23T23:44:00,73,general,0.3784,0.2033,0.3449,0.0734,4,,,0.3415,0.0637,0.1078,0.0329,0.0158,0.222,0.1222,trend_19,0.1119,-0.0112,high,low,False,none,False,unknown,none,0,0,False,False,False,False,True,False
sess_000226,tiktok,live,acct_001802,25_plus,MEA,19,2025-11-05T17:56:00,3514,fitness,0.1547,0.6333,0.1359,0.0761,196,0.09,0.0886,1.4403,0.3284,0.2626,0.1993,0.0242,0.1444,0.2493,trend_25,0.1868,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,True,False
sess_000227,tiktok,short_video,acct_001753,25_plus,LATAM,522,2025-11-16T05:51:00,70,sports,0.1655,0.2292,0.1237,0.4816,30,,,0.0332,0.0246,0.2017,0.2303,0.0454,0.2929,0.2232,trend_41,0.1829,0.0367,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000228,youtube,short_video,acct_000036,25_plus,EU,166,2025-11-24T00:29:00,84,lifestyle,0.0136,0.2953,0.6187,0.0724,11,,,0.0692,0.394,0.2062,0.013,0.0351,0.0625,0.255,trend_13,0.1433,-0.0239,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000229,tiktok,live,acct_000436,25_plus,APAC,729,2025-11-04T14:20:00,3003,beauty,0.2973,0.5097,0.1482,0.0448,238,0.0817,0.0666,0.4512,0.106,0.062,0.0771,0.0667,0.3421,0.067,trend_27,0.1485,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,True,False,False
sess_000230,youtube,live,acct_000661,18_24,LATAM,106,2025-11-03T20:54:00,1592,lifestyle,0.6,0.1223,0.0109,0.2668,30,0.3719,0.0826,1.1974,0.1471,0.4062,0.1042,0.1,0.0058,0.0125,trend_33,0.1383,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000231,instagram,live,acct_000077,18_24,EU,248,2025-11-27T16:42:00,2009,fitness,0.6953,0.1951,0.1056,0.004,68,0.1915,0.1409,1.0237,0.2001,0.2702,0.0395,0.0528,0.1348,0.1028,trend_40,0.1449,0.0,high,low,False,none,False,unknown,none,0,3,False,False,False,False,False,False
sess_000232,youtube,short_video,acct_001810,18_24,MEA,416,2025-12-18T16:41:00,44,education,0.0847,0.5667,0.2862,0.0625,20,,,0.0652,0.1706,0.2276,0.1336,0.0031,0.2251,0.2658,trend_08,0.1741,-0.0057,high,low,False,none,False,unknown,none,0,0,False,False,False,True,False,False
sess_000233,youtube,live,acct_001761,u18,LATAM,169,2025-12-20T20:16:00,3464,general,0.1721,0.6917,0.0208,0.1153,32,0.2313,0.2751,1.7766,0.1255,0.049,0.1014,0.0569,0.1275,0.0641,trend_39,0.0883,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,True,False
sess_000234,tiktok,short_video,acct_001280,unknown,MEA,359,2025-12-27T10:48:00,45,sports,0.0706,0.1683,0.1264,0.6348,25,,,0.0402,0.043,0.1155,0.1597,0.2535,0.1807,0.3626,trend_39,0.179,-0.0022,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000235,facebook,short_video,acct_001949,25_plus,EU,307,2025-12-23T05:12:00,54,fitness,0.3318,0.4196,0.2466,0.002,33,,,0.0829,0.0616,0.3618,0.0096,0.1703,0.5022,0.3431,trend_28,0.2935,0.0103,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000236,facebook,live,acct_001430,18_24,EU,382,2025-12-09T20:10:00,1246,sports,0.4674,0.0741,0.2479,0.2106,357,0.108,0.0875,0.5289,0.1786,0.1514,0.1221,0.1649,0.0754,0.3912,trend_41,0.1569,0.0,high,low,False,none,False,unknown,none,3,0,False,False,False,False,False,False
sess_000237,facebook,live,acct_001629,18_24,MEA,812,2025-11-19T03:22:00,3439,beauty,0.1536,0.7421,0.0558,0.0486,30,0.1266,0.144,0.7015,0.0909,0.2444,0.0317,0.0149,0.3205,0.2148,trend_33,0.1818,0.0,high,low,False,none,False,unknown,none,0,1,True,False,False,False,False,False
sess_000238,instagram,short_video,acct_000751,25_plus,NA,97,2025-12-09T22:44:00,59,general,0.0103,0.3726,0.562,0.0551,10,,,0.1046,0.1177,0.0362,0.0016,0.2182,0.1254,0.17,trend_13,0.1136,-0.0111,high,low,False,none,False,unknown,none,1,1,True,False,False,False,False,False
sess_000239,tiktok,short_video,acct_001948,18_24,APAC,677,2025-11-11T09:05:00,36,lifestyle,0.2438,0.5662,0.1174,0.0726,30,,,0.0841,0.1361,0.127,0.1316,0.3264,0.4262,0.1035,trend_26,0.2459,0.0181,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000240,youtube,short_video,acct_000957,25_plus,NA,375,2025-11-03T10:17:00,64,comedy,0.234,0.4252,0.1851,0.1557,7,,,0.0821,0.4736,0.1503,0.0726,0.058,0.1591,0.1786,trend_05,0.17,-0.0029,high,low,False,none,False,unknown,none,0,0,False,False,True,False,True,False
sess_000241,tiktok,short_video,acct_001337,25_plus,NA,131,2025-12-25T06:25:00,27,music,0.1278,0.5498,0.3061,0.0163,26,,,0.0506,0.0725,0.1065,0.089,0.1151,0.0132,0.298,trend_42,0.0952,0.0407,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000242,facebook,live,acct_000131,25_plus,MEA,554,2025-12-19T23:10:00,1107,gaming,0.2668,0.045,0.581,0.1072,193,0.1218,0.0561,2.3185,0.1551,0.0493,0.0416,0.0544,0.0483,0.4033,trend_41,0.0973,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000243,tiktok,short_video,acct_001267,25_plus,NA,201,2025-11-23T14:38:00,74,education,0.2129,0.2575,0.4478,0.0818,25,,,0.1846,0.2771,0.0146,0.1182,0.0532,0.3626,0.0925,trend_37,0.1686,-0.0213,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000244,youtube,short_video,acct_000477,25_plus,NA,610,2025-11-09T22:50:00,46,gaming,0.0818,0.039,0.8269,0.0522,20,,,0.028,0.2442,0.0634,0.0457,0.0822,0.1791,0.7503,trend_29,0.1878,0.0079,high,low,False,none,False,unknown,none,0,0,True,False,False,False,False,True
sess_000245,facebook,short_video,acct_001028,18_24,NA,96,2025-12-18T08:39:00,26,beauty,0.465,0.2469,0.2365,0.0516,11,,,0.1189,0.1225,0.8789,0.0716,0.3078,0.0607,0.236,trend_39,0.3112,0.0236,high,low,False,none,False,unknown,none,0,1,False,False,False,False,True,False
sess_000246,facebook,short_video,acct_001384,18_24,APAC,306,2025-11-24T08:15:00,69,sports,0.2688,0.4415,0.2747,0.015,25,,,0.1574,0.0654,0.0494,0.2163,0.1294,0.0781,0.1377,trend_37,0.0993,0.0016,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000247,youtube,live,acct_000107,18_24,EU,262,2025-11-27T10:15:00,1857,general,0.0872,0.6619,0.1816,0.0692,144,0.7135,0.047,0.7776,0.1134,0.1742,0.0424,0.4379,0.0419,0.2223,trend_33,0.169,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000248,facebook,short_video,acct_000561,25_plus,NA,88,2025-11-10T14:13:00,58,education,0.2243,0.3886,0.3504,0.0367,9,,,0.1545,0.3353,0.2255,0.0062,0.1439,0.1355,0.3354,trend_01,0.1879,0.0098,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000249,youtube,short_video,acct_000072,18_24,LATAM,106,2025-11-17T16:33:00,85,lifestyle,0.391,0.3363,0.0564,0.2162,15,,,0.0666,0.1915,0.0311,0.2783,0.0922,0.1155,0.6067,trend_07,0.1672,0.0057,high,low,False,none,False,unknown,none,0,2,True,False,False,False,False,False
sess_000250,facebook,short_video,acct_001663,18_24,NA,127,2025-11-10T14:49:00,24,news,0.4042,0.1874,0.3324,0.076,57,,,1.0755,0.045,0.0708,0.2183,0.1274,0.1699,0.3507,trend_43,0.1484,-0.0105,high,low,False,none,False,unknown,none,0,0,False,False,False,False,True,False
sess_000251,tiktok,live,acct_000895,u18,APAC,223,2025-12-15T14:17:00,2565,sports,0.2781,0.4299,0.2382,0.0538,121,0.1029,0.0657,0.5415,0.1269,0.1997,0.0143,0.0637,0.5148,0.1402,trend_36,0.2302,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000252,tiktok,short_video,acct_001958,18_24,EU,170,2025-11-30T16:15:00,31,lifestyle,0.171,0.3212,0.4183,0.0895,51,,,0.0325,0.1028,0.1548,0.1276,0.0724,0.1142,0.1877,trend_11,0.1229,-0.0247,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000253,tiktok,short_video,acct_001899,25_plus,EU,123,2025-11-19T23:30:00,54,comedy,0.0895,0.6658,0.2271,0.0176,19,,,0.0873,0.2494,0.1629,0.1476,0.1353,0.071,0.3464,trend_18,0.1594,-0.0052,high,low,False,none,False,unknown,none,0,0,True,False,False,False,False,False
sess_000254,tiktok,short_video,acct_000911,25_plus,EU,221,2025-12-23T03:27:00,12,music,0.1916,0.2914,0.5124,0.0046,88,,,0.0482,0.3062,0.2492,0.1012,0.0379,0.1839,0.3418,trend_35,0.1942,0.0038,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000255,youtube,short_video,acct_000640,18_24,APAC,284,2025-11-17T09:03:00,84,general,0.0236,0.2138,0.6538,0.1088,54,,,0.013,0.3404,0.1195,0.083,0.0536,0.2445,0.0513,trend_24,0.1587,-0.0071,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000256,youtube,short_video,acct_000718,18_24,MEA,404,2025-11-22T15:37:00,60,news,0.0126,0.2604,0.4667,0.2604,22,,,0.1725,0.0622,0.2375,0.0126,0.0613,0.3092,0.0612,trend_23,0.1647,-0.0039,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
